X,Y,OBJECTID,PLA_ID,PLA_REG_NUM,PLA_NAME,FAC_L_ADDR_1,FAC_L_CITY,FAC_L_STATE,FAC_L_ZIP5,PLA_NAC_CODE_PRIMARY,PLA_PRINCIPAL_PRODUCT,PLA_ICIS_ID,PLA_DESC,PCL_STATE_DESC,AIR_OP_STATUS,PCL_FED_DESC,Data_Disclaimer
-8620205.9977,4539851.2331,1,34376,51065,Concrete Pipe and Precast LLC - Ashland Plant,11352 Virginia Precast Rd,Ashland,VA,23005,327390,concrete,VA0000005108500070,concrete batch plant,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8629623.7379,4524847.732,2,34441,50957,Allied Animal Hospital,7209 W Broad St,Richmond,VA,23294,541940,animal hospital,VA0000005108700149,veterinary incinerator,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8615785.2781,4481733.2623,3,34087,50831,Solstice Advanced Materials US Inc - South Chesterfield,15801 Woods Edge Rd,Colonial Heights,VA,23834,325220,polyolefin fiber,VA0000005104100114,polyolefin fiber mfg,Major,Operating,Major/Potential Major,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8662971.8291,4481397.6655,4,40193,52155,Vulcan Construction Materials LLC - Amelia Quarry,6750 Richmond Rd,Amelia,VA,23002,212312,"Stone quarrying, crushing",VA0000005100700016,"Stone quarrying, crushing",True Minor,Temporarily Shutdown,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8737021.5544,4445000.319,5,34976,30961,Genesis Products Inc,8818 Church Street,Keysville,VA,23947,337122,wood furn comp manuf,VA0000005103700022,furniture mfg,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8690868.4935,4396635.5232,6,34942,30926,"Nucor Building Group, South Carolina",501 Golden Eagle Dr,La Crosse,VA,23950,332311,structural steel,VA0000005111700057,steel build. comp. manf.,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8785601.3802,4393852.3123,7,34551,30326,Hitachi Energy USA Inc,2135 Philpott Road,South Boston,VA,24592,335311,transformers,VA0000005108300004,mfg. elec. transformers,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8748387.2744,4696035.1195,8,40969,81617,Wholesome Foods Inc - Edinburg,986 South Ox Road,Edinburg,VA,22824,325110,biodiesel,VA0000005117181617,biodiesel,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8619121.9685,4707913.9751,9,39695,73316,Verizon Wireless - Chantilly,3675 Centerview Dr,Chantilly,VA,20151,517112,cellular telecom services,VA0000005105900853,cellular telecom office,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8598491.1273,4711526.4191,10,40330,73448,Caliber Collision-Tyson's Corner 1722,8550 Leesburg Pike,Vienna,VA,22182,811121,Auto Body Shop,VA0000005105900902,Automobile Dealership,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8602431.2807,4699980.6653,11,33370,70224,CITGO Petroleum Corporation Fairfax Terminal,9600 Colonial Ave,Fairfax,VA,22031,424710,bulk terminal,VA0000005160000063,petroleum bulk terminal,Major,Operating,Major/Potential Major,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8614093.3331,4715357.1658,12,37564,73105,Freddie Mac Corporation,544 Herndon Pkwy,Herndon,VA,20170,541519,Data Center,VA0000005105900763,Diesel Engine Driven Emergency Generator Sets,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8638121.9792,4721690.194,13,33029,71978,BHE GT&S - Leesburg Compressor Station,40620 Consolidated Ln,Leesburg,VA,20175,486210,Natural gas transmission,VA0000005110701016,Natural gas compressor st,Major,Operating,Major/Potential Major,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8583164.9937,4702188.1177,14,30919,70555,US Department of State - George P Shultz Center,4000 Arlington Blvd,Arlington,VA,22203,928110,training,VA0000005101300007,boilers/generators,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8625189.9939,4521007.1212,15,34425,51095,CSX Transportation Bryan Park Work Equipment Shop,1 CSX Rd,Richmond,VA,23230,336510,rr service,VA0000005108700176,equipment repair service,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8582100.4455,4444046.7025,16,35370,50583,Cowling Brothers Supply Company,109 Bank St,Waverly,VA,23890,327320,ba concrte,VA0000005118300023,batch concrete,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8608968.2159,4468099.1323,17,34005,51009,Columbia Gas Transmission Corp-Prince Georg,1596 Baxter Rd,Prince George,VA,23875,486210,CH4 supplier,VA0000005114900062,natural gas compressor,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8649890.5644,4531390.9094,18,34033,51002,Columbia Gas Transmission Corp-Goochland,1436 Hermitage Rd,Manakin Sabot,VA,23103,486210,ng compressors,VA0000005107500026,natgas compressor sta,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8557737.3957,4567468.4314,19,39895,52131,"O'Malley Timber Products, Inc.",350 Mill Rd,Tappahannock,VA,22560,113110,Wood Pellets,VA0000005105700024,Rotary Dryer,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8747658.911,4519136.2917,20,39410,32078,Davis Farm,1645 Hall Road,Buckingham,VA,23921,112210,Hogs,VA0000005102900030,Animal Incinerator,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8708913.383,4510294.3055,21,35073,30801,Cumberland County Animal Control,11 Range Rd,Cumberland,VA,23040,813312,,VA0000005104900004,pathological incinerator,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8745248.9553,4386587.8709,22,34938,31002,Cremation Society of Virginia Virginia Ave,703 Virginia Ave,Clarksville,VA,23927,812220,crematory services,VA0000005111700064,human/animal crematorium,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8492954.684,4420495.429,23,31529,60911,H D Oliver Funeral Home,1501 Colonial Ave,Norfolk,VA,23517,812210,funeral services,VA0000005171000188,crematory,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8528652.1731,4401521.015,24,31850,60894,Griffin Oil Company,1224 Holland Road,Suffolk,VA,23434,424710,bulk plt,VA0000005180000084,fuel distributor,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8523671.5164,4419378.5874,25,41179,61546,Suffolk City - G Robert House WTP,100 Bob House Pkwy,Suffolk,VA,23434,221310,emergency generators,VA0000005180000136,emergency generators,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8490648.7008,4418463.8582,26,31491,61336,Flowers Baking Company of Norfolk,1209 Corprew Ave,Norfolk,VA,23501,311812,bread,VA0000005171000263,"silos, boilers, ovens",80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8625992.7188,4627371.2447,27,35906,40144,"Holcim-MAR, Inc",301 Warrenton Rd,Falmouth,VA,22405,327320,concrete,VA0000005117900012,concrete batching,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8591247.6793,4702996.6267,28,40383,73487,Bill Page Honda,6715 Arlington Blvd,Falls Church,VA,22042,441110,autobody repair,VA0000005105900917,autobody repair,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8681809.4247,4646457.6233,29,35735,40075,Bingham and Taylor Corp - Div of Virginia Ind,601 Nalle Pl,Culpeper,VA,22701,331511,iron foundry,VA0000005104700004,gray iron foundry,Major,Operating,Major/Potential Major,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8597953.2315,4703432.5762,30,40319,73437,BMW of Fairfax,2924 Prosperity Ave,Fairfax,VA,22031,441110,,VA0000005160000853,Automobile Dealer,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8596213.5305,4708630.6674,31,33183,71804,"Tysons Enterprise West, LLC",7990 Quantum Dr,Vienna,VA,22182,518210,information service,VA0000005105900402,generator,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8631646.5244,4690564.2768,32,30940,71926,Branscome Paving Company,7812 Bethlehem Rd,Manassas,VA,20109,324121,asphalt,VA0000005115300080,drum mixer,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8581574.3495,4701879.4572,33,40323,73441,AV Imports Limited Liability Company,3200 Columbia Pike,Arlington,VA,22204,811121,,VA0000005101300821,Autobody Repair Facility,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8606098.0334,4701267.5967,34,40322,73440,Browns Fairfax Mazda,10570 Fairfax Blvd,Fairfax,VA,22030,441110,,VA0000005160000854,AUtobody Repair Facility,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8631902.5592,4700808.4395,35,33241,70008,Luck Stone - Bull Run,27672 Gum Spring Rd,Chantilly,VA,20152,212319,crushed stone,VA0000005110700009,Quarry,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8602546.4963,4655911.6772,36,30916,70225,Dominion - Possum Point Power Station,19000 Possum Point Rd,Dumfries,VA,22026,221112,electricity,VA0000005115300002,electric power plant,Major,Operating,Major/Potential Major,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8593264.2319,4684836.3269,37,40354,73458,C S Auto Service Incorporated,7640 A and B Fullerton Rd,Springfield,VA,22153,811121,autobody repair,VA0000005105900906,autobody repair,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8618265.9216,4638303.6634,38,35824,40758,Virginia Concrete Company Inc - Stafford,32 Wyche Road,Stafford,VA,22554,327320,batch concrete,VA0000005117900035,concrete/ready-mix,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8627031.8862,4696684.3881,39,33298,71802,Virginia Concrete Company Inc - Centreville,15717 Lee Hwy,Centreville,VA,22020,327320,batch concrete,VA0000005105900399,batch concrete,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8632503.9071,4609733.8292,40,35863,40941,Virginia Concrete Company Inc - Spotsylvania,9201 Leavells Rd,Fredericksburg,VA,22407,327320,concrete,VA0000005117700091,ready mix concrete plant,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8620134.7532,4723095.3491,41,40533,73555,Carmax 7132,45210 Towlern Pl,Sterling,VA,20166,441110,,VA0000005110700879,,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8682332.7376,4644613.7487,42,35751,40087,"Ardent Mills, LLC",1900 Industry Dr,Culpeper,VA,22701,311211,wheat flour,VA0000005104700005,flour grain mill prod,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8627693.458,4612086.2911,43,35644,40906,Bethel Cleaners Incorporated,5434 Southpoint Plaza Way,Fredericksburg,VA,22407,812320,drycleaner,VA0000005117700081,drycleaner,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
