"emissions_year","emission_value","icis_id","pollutant_name"
2024,0,"VA0000005108553113","Particulate Matter"
2024,0,"VA0000005108553113","Particulate Matter 10"
2024,0,"VA0000005108553113","Particulate Matter 2.5"
2024,0,"VA0000005108553114","Particulate Matter"
2024,0,"VA0000005108553114","Particulate Matter 10"
2024,0,"VA0000005108553114","Particulate Matter 2.5"
2024,0,"VA0000005108553112","Particulate Matter"
2024,0,"VA0000005108553112","Particulate Matter 10"
2024,0,"VA0000005108553112","Particulate Matter 2.5"
2024,0,"VA0000005108553131","Particulate Matter"
2024,0,"VA0000005108553131","Particulate Matter 10"
2024,NA,"VA0000005108553131","Particulate Matter 2.5"
2024,0.19921,"VA0000005108553123","Particulate Matter"
2024,0.095084,"VA0000005108553123","Particulate Matter 10"
2024,0.014652,"VA0000005108553123","Particulate Matter 2.5"
2024,0,"VA0000005108553124","Particulate Matter"
2024,0,"VA0000005108553124","Particulate Matter 10"
2024,NA,"VA0000005108553124","Particulate Matter 2.5"
2024,0,"VA0000005108553134","Particulate Matter"
2024,0,"VA0000005108553134","Particulate Matter 10"
2024,0,"VA0000005108553134","Particulate Matter 2.5"
2024,NA,"VA0000005102321759","Particulate Matter"
2024,0,"VA0000005102321759","Particulate Matter 10"
2024,0,"VA0000005102321759","Particulate Matter 2.5"
2024,0,"VA0000005102321758","Particulate Matter"
2024,0,"VA0000005102321758","Particulate Matter 10"
2024,NA,"VA0000005102321758","Particulate Matter 2.5"
2024,0,"VA0000005105111852","Nitrogen Oxide"
2024,0,"VA0000005105111852","Carbon Monoxide"
2024,NA,"VA0000005105111852","Particulate Matter 10"
2024,2.09,"VA0000005104100110","Tetrachloroethylene (Perchloroethylene)"
2024,26.8162431,"VA0000005104100110","Volatile Organic Compounds"
2024,0,"VA0000005100753085","Nitrogen Oxide"
2024,0,"VA0000005100753085","Particulate Matter"
2024,0,"VA0000005100753085","Volatile Organic Compounds"
2024,0,"VA0000005100753085","Hydrogen Sulfide"
2024,0,"VA0000005100753085","Sulfur Dioxide"
2024,0,"VA0000005100753085","Carbon Monoxide"
2024,0,"VA0000005100753085","Particulate Matter 10"
2024,0,"VA0000005100753085","Particulate Matter 2.5"
2024,8.3487,"VA0000005104153065","Nitrogen Oxide"
2024,8.278342,"VA0000005104153065","Particulate Matter"
2024,5.77155,"VA0000005104153065","Volatile Organic Compounds"
2024,0.39072,"VA0000005104153065","Ammonia"
2024,0,"VA0000005104153065","Biphenyl"
2024,0.0803964,"VA0000005104153065","Sulfur Dioxide"
2024,3.0801,"VA0000005104153065","Carbon Monoxide"
2024,6.105e-05,"VA0000005104153065","Lead"
2024,8.974312,"VA0000005104153065","Particulate Matter 10"
2024,8.974312,"VA0000005104153065","Particulate Matter 2.5"
2024,0.21978,"VA0000005104153065","Hexane"
2024,0.34575277,"VA0000005177500159","Particulate Matter"
2024,0.22205966,"VA0000005177500159","Carbon Monoxide"
2024,0,"VA0000005113981815","Volatile Organic Compounds"
2024,0.000729529,"VA0000005116381345","Particulate Matter"
2024,0.000709812,"VA0000005116381345","Particulate Matter 10"
2024,4.14057e-05,"VA0000005116381345","Particulate Matter 2.5"
2024,0,"VA0000005108553105","Particulate Matter"
2024,0,"VA0000005108553105","Particulate Matter 10"
2024,NA,"VA0000005108553105","Particulate Matter 2.5"
2024,0,"VA0000005108553107","Particulate Matter"
2024,0,"VA0000005108553107","Particulate Matter 10"
2024,NA,"VA0000005108553107","Particulate Matter 2.5"
2024,0.1726725,"VA0000005108553126","Particulate Matter"
2024,0.083013,"VA0000005108553126","Particulate Matter 10"
2024,0.0120771,"VA0000005108553126","Particulate Matter 2.5"
2024,16.03899,"VA0000005109700015","Nitrogen Oxide"
2024,0.172545,"VA0000005109700015","Phenol"
2024,0.481574725,"VA0000005109700015","Polychlorinated biphenyls (Aroclors)"
2024,0.306279905,"VA0000005109700015","Benzene"
2024,0.395145,"VA0000005109700015","Acrolein"
2024,62.6137208,"VA0000005109700015","Particulate Matter"
2024,71.8102815,"VA0000005109700015","Volatile Organic Compounds"
2024,0.517635,"VA0000005109700015","Acetaldehyde"
2024,1.8226125,"VA0000005109700015","Sulfur Dioxide"
2024,43.7427,"VA0000005109700015","Carbon Monoxide"
2024,16.044946008,"VA0000005109700015","Particulate Matter 10"
2024,10.1179747688,"VA0000005109700015","Particulate Matter 2.5"
2024,1.0109598,"VA0000005109700015","Formaldehyde"
2024,1.38923575,"VA0000005109700015","Hydrochloric acid (hydrogen chloride [gas only])"
2024,4.14108,"VA0000005109700015","Methanol"
2024,0.733002,"VA0000005176052609","Particulate Matter"
2024,0,"VA0000005176052609","Volatile Organic Compounds"
2024,0.733002,"VA0000005176052609","Particulate Matter 10"
2024,0.733002,"VA0000005176052609","Particulate Matter 2.5"
2024,0,"VA0000005108553110","Particulate Matter"
2024,0,"VA0000005108553110","Particulate Matter 10"
2024,0,"VA0000005108553110","Particulate Matter 2.5"
2024,0,"VA0000005108553111","Particulate Matter"
2024,0,"VA0000005108553111","Particulate Matter 10"
2024,0,"VA0000005108553111","Particulate Matter 2.5"
2024,0,"VA0000005108553130","Particulate Matter"
2024,0,"VA0000005108553130","Particulate Matter 10"
2024,0,"VA0000005108553130","Particulate Matter 2.5"
2024,0,"VA0000005108553117","Particulate Matter"
2024,0,"VA0000005108553117","Particulate Matter 10"
2024,0,"VA0000005108553117","Particulate Matter 2.5"
2024,0,"VA0000005108553115","Particulate Matter"
2024,0,"VA0000005108553115","Particulate Matter 10"
2024,0,"VA0000005108553115","Particulate Matter 2.5"
2024,0,"VA0000005108553129","Particulate Matter"
2024,0,"VA0000005108553129","Particulate Matter 10"
2024,0,"VA0000005108553129","Particulate Matter 2.5"
2024,0.1512014625,"VA0000005108553137","Particulate Matter"
2024,0.065553345,"VA0000005108553137","Particulate Matter 10"
2024,0.009161163,"VA0000005108553137","Particulate Matter 2.5"
2024,3.9627953996,"VA0000005100753103","Nitrogen Oxide"
2024,0.5647563315,"VA0000005100753103","Particulate Matter"
2024,0.0808079324,"VA0000005100753103","Volatile Organic Compounds"
2024,3.1024922185,"VA0000005100753103","Sulfur Dioxide"
2024,0.5881351872,"VA0000005100753103","Carbon Monoxide"
2024,0.3186083311,"VA0000005100753103","Particulate Matter 10"
2024,0.1572229262,"VA0000005100753103","Particulate Matter 2.5"
2024,7.714,"VA0000005107500018","Nitrogen Oxide"
2024,48.44593144,"VA0000005107500018","Particulate Matter"
2024,18.379771,"VA0000005107500018","Volatile Organic Compounds"
2024,17.815077,"VA0000005107500018","Sulfur Dioxide"
2024,29.4379601,"VA0000005107500018","Carbon Monoxide"
2024,10.14312799,"VA0000005107500018","Particulate Matter 10"
2024,0.0005481,"VA0000005107500018","Particulate Matter 2.5"
2024,14.6841070605,"VA0000005106900110","Particulate Matter"
2024,7.4777476786,"VA0000005106900110","Particulate Matter 10"
2024,0.2045499825,"VA0000005106900110","Particulate Matter 2.5"
2024,0,"VA0000005110511755","Particulate Matter"
2024,0,"VA0000005110511755","Particulate Matter 10"
2024,0,"VA0000005110511755","Particulate Matter 2.5"
2024,0,"VA0000005184081816","Particulate Matter"
2024,0,"VA0000005184081816","Particulate Matter 10"
2024,0,"VA0000005184081816","Particulate Matter 2.5"
2024,0,"VA0000005184081817","Particulate Matter"
2024,0,"VA0000005184081817","Particulate Matter 10"
2024,0,"VA0000005184081817","Particulate Matter 2.5"
2024,0,"VA0000005184081818","Particulate Matter"
2024,0,"VA0000005184081818","Particulate Matter 10"
2024,0,"VA0000005184081818","Particulate Matter 2.5"
2024,1.374,"VA0000005117774165","Volatile Organic Compounds"
2024,0.457095525,"VA0000005101581768","m-Xylene"
2024,0.0043091938,"VA0000005101581768","Particulate Matter"
2024,0.3269427,"VA0000005101581768","Volatile Organic Compounds"
2024,0.0021976888,"VA0000005101581768","Particulate Matter 10"
2024,0.0006463791,"VA0000005101581768","Particulate Matter 2.5"
2024,0,"VA0000005102321754","Particulate Matter"
2024,0,"VA0000005102321754","Particulate Matter 10"
2024,0,"VA0000005102321754","Particulate Matter 2.5"
2024,69.7285385,"VA0000005176000308","Nitrogen Oxide"
2024,9.283512919,"VA0000005176000308","Particulate Matter"
2024,98.810062399,"VA0000005176000308","Volatile Organic Compounds"
2024,5.7527437491,"VA0000005176000308","Ammonia"
2024,0.2163306,"VA0000005176000308","Sulfur Dioxide"
2024,34315.190806,"VA0000005176000308","Carbon Dioxide Equivalent"
2024,24.5689165,"VA0000005176000308","Carbon Monoxide"
2024,0.00013734,"VA0000005176000308","Lead"
2024,42.9827142904,"VA0000005176000308","Particulate Matter 10"
2024,42.9781833255,"VA0000005176000308","Particulate Matter 2.5"
2024,0.494388,"VA0000005176000308","Hexane"
2024,0,"VA0000005102321755","Particulate Matter"
2024,0,"VA0000005102321755","Particulate Matter 10"
2024,NA,"VA0000005102321755","Particulate Matter 2.5"
2024,0,"VA0000005102321756","Particulate Matter"
2024,0,"VA0000005102321756","Particulate Matter 10"
2024,NA,"VA0000005102321756","Particulate Matter 2.5"
2024,0.048389745,"VA0000005108553148","Particulate Matter"
2024,0.020965908,"VA0000005108553148","Particulate Matter 10"
2024,0.002838388,"VA0000005108553148","Particulate Matter 2.5"
2024,9.8283873,"VA0000005116500128","Nitrogen Oxide"
2024,1.1007336,"VA0000005116500128","Particulate Matter"
2024,1.1452426,"VA0000005116500128","Volatile Organic Compounds"
2024,0.15140174,"VA0000005116500128","Sulfur Dioxide"
2024,5.5293865,"VA0000005116500128","Carbon Monoxide"
2024,0,"VA0000005116500128","Lead"
2024,2.4559994,"VA0000005116500128","Particulate Matter 10"
2024,2.4559994,"VA0000005116500128","Particulate Matter 2.5"
2024,32.32510109,"VA0000005105300021","Particulate Matter"
2024,13.530264705,"VA0000005105300021","Particulate Matter 10"
2024,1.9198935615,"VA0000005105300021","Particulate Matter 2.5"
2024,0.08189,"VA0000005118700052","Nitrogen Oxide"
2024,0,"VA0000005118700052","Volatile Organic Compounds"
2024,0.017689,"VA0000005118700052","Carbon Monoxide"
2024,0.02397,"VA0000005116100238","Nitrogen Oxide"
2024,0.05593,"VA0000005116100238","Particulate Matter"
2024,0.02397,"VA0000005116100238","Volatile Organic Compounds"
2024,0.019975,"VA0000005116100238","Sulfur Dioxide"
2024,0.0799,"VA0000005116100238","Carbon Monoxide"
2024,0.037553,"VA0000005116100238","Particulate Matter 10"
2024,0.037553,"VA0000005116100238","Particulate Matter 2.5"
2024,0,"VA0000005174061893","Particulate Matter"
2024,0,"VA0000005174061893","Particulate Matter 10"
2024,0,"VA0000005177521749","Nitrogen Oxide"
2024,0,"VA0000005177521749","Particulate Matter"
2024,0,"VA0000005177521749","Volatile Organic Compounds"
2024,0,"VA0000005177521749","Total Non-methane Org Cmpds"
2024,0,"VA0000005177521749","Sulfur Dioxide"
2024,0,"VA0000005177521749","Carbon Monoxide"
2024,0,"VA0000005177521749","Particulate Matter 10"
2024,NA,"VA0000005177521749","Particulate Matter 2.5"
2024,0,"VA0000005108553146","Particulate Matter"
2024,0,"VA0000005108553146","Particulate Matter 10"
2024,0,"VA0000005108553146","Particulate Matter 2.5"
2024,0,"VA0000005108553143","Particulate Matter"
2024,0,"VA0000005108553143","Particulate Matter 10"
2024,0,"VA0000005108553143","Particulate Matter 2.5"
2024,0,"VA0000005155061916","Nitrogen Oxide"
2024,0,"VA0000005155061916","Particulate Matter"
2024,0,"VA0000005155061916","Volatile Organic Compounds"
2024,0,"VA0000005155061916","Sulfur Dioxide"
2024,0,"VA0000005155061916","Carbon Monoxide"
2024,0,"VA0000005108553141","Particulate Matter"
2024,0,"VA0000005108553141","Particulate Matter 10"
2024,0,"VA0000005108553141","Particulate Matter 2.5"
2024,0,"VA0000005108553144","Particulate Matter"
2024,0,"VA0000005108553144","Particulate Matter 10"
2024,0,"VA0000005108553144","Particulate Matter 2.5"
2024,0.172310155,"VA0000005108553142","Particulate Matter"
2024,0.082838822,"VA0000005108553142","Particulate Matter 10"
2024,0.012787314,"VA0000005108553142","Particulate Matter 2.5"
2024,6.31,"VA0000005111700049","Particulate Matter"
2024,2.55,"VA0000005111700049","Particulate Matter 10"
2024,0.2040192,"VA0000005108553139","Particulate Matter"
2024,0.09180864,"VA0000005108553139","Particulate Matter 10"
2024,0.0170016,"VA0000005108553139","Particulate Matter 2.5"
2024,0.1519424685,"VA0000005108553138","Particulate Matter"
2024,0.065769621,"VA0000005108553138","Particulate Matter 10"
2024,0.0085091735,"VA0000005108553138","Particulate Matter 2.5"
2024,0,"VA0000005105974280","Particulate Matter"
2024,0,"VA0000005105974280","Particulate Matter 10"
2024,0,"VA0000005105974280","Particulate Matter 2.5"
2024,0,"VA0000005108553151","Particulate Matter"
2024,0,"VA0000005108553151","Particulate Matter 10"
2024,0,"VA0000005108553151","Particulate Matter 2.5"
2024,0,"VA0000005108553152","Particulate Matter"
2024,0,"VA0000005108553152","Particulate Matter 10"
2024,0,"VA0000005108553152","Particulate Matter 2.5"
2024,0,"VA0000005108553153","Particulate Matter"
2024,0,"VA0000005108553153","Particulate Matter 10"
2024,0,"VA0000005108553153","Particulate Matter 2.5"
2024,0,"VA0000005108553154","Particulate Matter"
2024,0,"VA0000005108553154","Particulate Matter 10"
2024,0,"VA0000005108553154","Particulate Matter 2.5"
2024,2.1085123975,"VA0000005108553145","Particulate Matter"
2024,1.013675819,"VA0000005108553145","Particulate Matter 10"
2024,0.156474825,"VA0000005108553145","Particulate Matter 2.5"
2024,0.631316,"VA0000005106981715","Nitrogen Oxide"
2024,0.315658,"VA0000005106981715","Particulate Matter"
2024,0.360752,"VA0000005106981715","Volatile Organic Compounds"
2024,0.2292136,"VA0000005106981715","Sulfur Dioxide"
2024,1.465555,"VA0000005106981715","Carbon Monoxide"
2024,0,"VA0000005106981715","Particulate Matter 10"
2024,0,"VA0000005106981715","Particulate Matter 2.5"
2024,1.634,"VA0000005104100001","Nitrogen Oxide"
2024,0,"VA0000005104100001","Methylene chloride (Dichloromethane)"
2024,16.265705,"VA0000005104100001","Particulate Matter"
2024,164.340325,"VA0000005104100001","Volatile Organic Compounds"
2024,0.0339265,"VA0000005104100001","Ammonia"
2024,0.72486,"VA0000005104100001","Sulfur Dioxide"
2024,1.3,"VA0000005104100001","Sulfuric Acid Mist"
2024,0.4085,"VA0000005104100001","Carbon Monoxide"
2024,3.8,"VA0000005104100001","Chloroform"
2024,3.5325e-05,"VA0000005104100001","Lead"
2024,16.29886,"VA0000005104100001","Particulate Matter 10"
2024,16.29261,"VA0000005104100001","Particulate Matter 2.5"
2024,0.01458,"VA0000005104100001","Hexane"
2024,0.14,"VA0000005104100001","Hydrochloric acid (hydrogen chloride [gas only])"
2024,0.3,"VA0000005104100001","Hydrogen fluoride (hydrofluoric acid)"
2024,2.433175,"VA0000005116381607","Nitrogen Oxide"
2024,1.725361,"VA0000005116381607","Particulate Matter"
2024,1.5938499,"VA0000005116381607","Volatile Organic Compounds"
2024,0.50756,"VA0000005116381607","Sulfur Dioxide"
2024,5.43205,"VA0000005116381607","Carbon Monoxide"
2024,1.10562975,"VA0000005116381607","Particulate Matter 10"
2024,0,"VA0000005119711847","Nitrogen Oxide"
2024,NA,"VA0000005119711847","Volatile Organic Compounds"
2024,0,"VA0000005119711847","Sulfur Dioxide"
2024,0,"VA0000005119711847","Carbon Monoxide"
2024,0,"VA0000005119711847","Particulate Matter 10"
2024,0,"VA0000005119711847","Particulate Matter 2.5"
2024,0.0153194565,"VA0000005108553116","Particulate Matter"
2024,0.010475586,"VA0000005108553116","Particulate Matter 10"
2024,0.000962691,"VA0000005108553116","Particulate Matter 2.5"
2024,0.54614295,"VA0000005108553133","Particulate Matter"
2024,0.3585773975,"VA0000005108553133","Particulate Matter 10"
2024,0.03552487,"VA0000005108553133","Particulate Matter 2.5"
2024,0.0452426,"VA0000005108553132","Particulate Matter"
2024,0.02970508,"VA0000005108553132","Particulate Matter 10"
2024,0.00294291,"VA0000005108553132","Particulate Matter 2.5"
2024,0,"VA0000005110774284","Nitrogen Oxide"
2024,0,"VA0000005110774284","Volatile Organic Compounds"
2024,0,"VA0000005110774284","Carbon Monoxide"
2024,0,"VA0000005110774284","Particulate Matter 10"
2024,NA,"VA0000005110774284","Particulate Matter 2.5"
2024,0.182,"VA0000005159000157","Nitrogen Oxide"
2024,13.0984678,"VA0000005159000157","Particulate Matter"
2024,17.13001,"VA0000005159000157","Volatile Organic Compounds"
2024,0.005824,"VA0000005159000157","Ammonia"
2024,0.001092,"VA0000005159000157","Sulfur Dioxide"
2024,0.15288,"VA0000005159000157","Carbon Monoxide"
2024,7.787159,"VA0000005159000157","Particulate Matter 10"
2024,5.9442,"VA0000005159000157","Particulate Matter 2.5"
2024,0,"VA0000005115374237","Nitrogen Oxide"
2024,0,"VA0000005115374237","Volatile Organic Compounds"
2024,0,"VA0000005115374237","Carbon Monoxide"
2024,0,"VA0000005115374237","Particulate Matter 10"
2024,0,"VA0000005115374237","Particulate Matter 2.5"
2024,0,"VA0000005110774274","Nitrogen Oxide"
2024,0,"VA0000005110774274","Volatile Organic Compounds"
2024,0,"VA0000005110774274","Carbon Monoxide"
2024,0,"VA0000005110774274","Particulate Matter 10"
2024,0,"VA0000005110774274","Particulate Matter 2.5"
2024,1.2316225,"VA0000005105974273","Nitrogen Oxide"
2024,0.130675,"VA0000005105974273","Volatile Organic Compounds"
2024,0.6564375,"VA0000005105974273","Carbon Monoxide"
2024,0.04451325,"VA0000005105974273","Particulate Matter 10"
2024,0.04451325,"VA0000005105974273","Particulate Matter 2.5"
2024,1.7381019963,"VA0000005102900015","Particulate Matter"
2024,0.6916785839,"VA0000005102900015","Particulate Matter 10"
2024,0.0987354901,"VA0000005102900015","Particulate Matter 2.5"
2024,0,"VA0000005110774276","Nitrogen Oxide"
2024,NA,"VA0000005110774276","Volatile Organic Compounds"
2024,0,"VA0000005110774276","Carbon Monoxide"
2024,0,"VA0000005110774276","Particulate Matter 10"
2024,0,"VA0000005110774276","Particulate Matter 2.5"
2024,0.6416454,"VA0000005115374285","Particulate Matter"
2024,0.279504625,"VA0000005115374285","Particulate Matter 10"
2024,0.03597103,"VA0000005115374285","Particulate Matter 2.5"
2024,0,"VA0000005115374278","Nitrogen Oxide"
2024,0,"VA0000005115374278","Volatile Organic Compounds"
2024,0,"VA0000005115374278","Sulfur Dioxide"
2024,0,"VA0000005115374278","Carbon Monoxide"
2024,0,"VA0000005115374278","Particulate Matter 10"
2024,0,"VA0000005115374278","Particulate Matter 2.5"
2024,0,"VA0000005115374277","Nitrogen Oxide"
2024,0,"VA0000005115374277","Volatile Organic Compounds"
2024,0,"VA0000005115374277","Carbon Monoxide"
2024,0,"VA0000005115374277","Particulate Matter 10"
2024,0,"VA0000005115374277","Particulate Matter 2.5"
2024,0,"VA0000005104774270","Nitrogen Oxide"
2024,0,"VA0000005104774270","Volatile Organic Compounds"
2024,0,"VA0000005104774270","Carbon Monoxide"
2024,0,"VA0000005104774270","Particulate Matter 10"
2024,0,"VA0000005104774270","Particulate Matter 2.5"
2024,0,"VA0000005105974272","Nitrogen Oxide"
2024,0,"VA0000005105974272","Volatile Organic Compounds"
2024,0,"VA0000005105974272","Carbon Monoxide"
2024,0,"VA0000005105974272","Particulate Matter 10"
2024,0,"VA0000005105974272","Particulate Matter 2.5"
2024,72.7200025,"VA0000005158000011","Nitrogen Oxide"
2024,24.0197055,"VA0000005158000011","Particulate Matter"
2024,40.661381175,"VA0000005158000011","Volatile Organic Compounds"
2024,0,"VA0000005158000011","Ammonia"
2024,0.3685455,"VA0000005158000011","Acetaldehyde"
2024,0,"VA0000005158000011","Mercury Cmpds"
2024,0.03222639,"VA0000005158000011","Sulfur Dioxide"
2024,48.5491225,"VA0000005158000011","Carbon Monoxide"
2024,0,"VA0000005158000011","Chlorine"
2024,0.0001424012,"VA0000005158000011","Lead"
2024,29.9779055,"VA0000005158000011","Particulate Matter 10"
2024,26.4029855,"VA0000005158000011","Particulate Matter 2.5"
2024,0.75126015,"VA0000005158000011","Formaldehyde"
2024,1.43,"VA0000005158000011","Hydrochloric acid (hydrogen chloride [gas only])"
2024,0,"VA0000005158000011","Hydrogen fluoride (hydrofluoric acid)"
2024,20.2485878,"VA0000005158000011","Methanol"
2024,2.5736,"VA0000005108700572","Nitrogen Oxide"
2024,0.1152,"VA0000005108700572","Volatile Organic Compounds"
2024,0.0349,"VA0000005108700572","Sulfur Dioxide"
2024,0.8034,"VA0000005108700572","Carbon Monoxide"
2024,0.1227,"VA0000005108700572","Particulate Matter 10"
2024,0.258515,"VA0000005110774264","Nitrogen Oxide"
2024,0.01171,"VA0000005110774264","Volatile Organic Compounds"
2024,0.090715,"VA0000005110774264","Carbon Monoxide"
2024,0.00977,"VA0000005110774264","Particulate Matter 10"
2024,0.00977,"VA0000005110774264","Particulate Matter 2.5"
2024,13.752286,"VA0000005108700209","Nitrogen Oxide"
2024,0.02,"VA0000005108700209","Methyl chloroform (1,1,1-Trichloroethane)"
2024,0.29,"VA0000005108700209","Methylene chloride (Dichloromethane)"
2024,0.2,"VA0000005108700209","Tetrachloroethylene (Perchloroethylene)"
2024,24.3,"VA0000005108700209","Particulate Matter"
2024,20.96739035,"VA0000005108700209","Volatile Organic Compounds"
2024,53.71903575,"VA0000005108700209","Total Non-methane Org Cmpds"
2024,5.0155396,"VA0000005108700209","Sulfur Dioxide"
2024,1.5,"VA0000005108700209","Total reduced sulfur"
2024,74.828615,"VA0000005108700209","Carbon Monoxide"
2024,24.5976236,"VA0000005108700209","Particulate Matter 10"
2024,6.4976236,"VA0000005108700209","Particulate Matter 2.5"
2024,2.5077698,"VA0000005108700209","Hydrochloric acid (hydrogen chloride [gas only])"
2024,0,"VA0000005108553155","Particulate Matter"
2024,0,"VA0000005108553155","Particulate Matter 10"
2024,0,"VA0000005108553155","Particulate Matter 2.5"
2024,0,"VA0000005108553156","Particulate Matter"
2024,0,"VA0000005108553156","Particulate Matter 10"
2024,0,"VA0000005108553156","Particulate Matter 2.5"
2024,0,"VA0000005108553157","Particulate Matter"
2024,0,"VA0000005108553157","Particulate Matter 10"
2024,0,"VA0000005108553157","Particulate Matter 2.5"
2024,0,"VA0000005108553158","Particulate Matter"
2024,0,"VA0000005108553158","Particulate Matter 10"
2024,NA,"VA0000005108553158","Particulate Matter 2.5"
2024,23.3,"VA0000005168000097","Nitrogen Oxide"
2024,0.43795,"VA0000005168000097","Particulate Matter"
2024,17.75775,"VA0000005168000097","Volatile Organic Compounds"
2024,0.6915,"VA0000005168000097","Sulfur Dioxide"
2024,19.572,"VA0000005168000097","Carbon Monoxide"
2024,1.7518,"VA0000005168000097","Particulate Matter 10"
2024,1.7518,"VA0000005168000097","Particulate Matter 2.5"
2024,1.5205520639,"VA0000005117900034","Particulate Matter"
2024,0.1058249056,"VA0000005117900034","Particulate Matter 10"
2024,0.01263519,"VA0000005117900034","Particulate Matter 2.5"
2024,0,"VA0000005110774261","Particulate Matter"
2024,0,"VA0000005110774261","Particulate Matter 10"
2024,0,"VA0000005110774261","Particulate Matter 2.5"
2024,29.320359845,"VA0000005107900006","Nitrogen Oxide"
2024,2.7966378,"VA0000005107900006","Particulate Matter"
2024,11.937045705,"VA0000005107900006","Volatile Organic Compounds"
2024,0.0453092805,"VA0000005107900006","Sulfur Dioxide"
2024,32.944838375,"VA0000005107900006","Carbon Monoxide"
2024,2.8316814,"VA0000005107900006","Particulate Matter 10"
2024,2.8311029106,"VA0000005107900006","Particulate Matter 2.5"
2024,3.19200958,"VA0000005107900006","Formaldehyde"
2024,4.09882912,"VA0000005116300001","Nitrogen Oxide"
2024,0.03076633,"VA0000005116300001","Styrene"
2024,0.15522,"VA0000005116300001","Toluene"
2024,0,"VA0000005116300001","Vinyl acetate"
2024,4.6420914488,"VA0000005116300001","Particulate Matter"
2024,10.3466515,"VA0000005116300001","Volatile Organic Compounds"
2024,0.121104,"VA0000005116300001","Ammonia"
2024,0.024477,"VA0000005116300001","Sulfur Dioxide"
2024,3.22854,"VA0000005116300001","Carbon Monoxide"
2024,4.6391716333,"VA0000005116300001","Particulate Matter 10"
2024,4.6065071828,"VA0000005116300001","Particulate Matter 2.5"
2024,1.54326,"VA0000005116300001","Hexane"
2024,0.77202,"VA0000005116300001","Maleic anhydride"
2024,0.007,"VA0000005116300001","Methanol"
2024,976.03384,"VA0000005167000058","Nitrogen Oxide"
2024,0.2597882045,"VA0000005167000058","Naphthalene"
2024,0.953398908,"VA0000005167000058","Benzene"
2024,2.4938738,"VA0000005167000058","Toluene"
2024,0.55183744,"VA0000005167000058","Xylenes (isomers and mixtures)"
2024,7.2290360525,"VA0000005167000058","Particulate Matter"
2024,8.863322848,"VA0000005167000058","Volatile Organic Compounds"
2024,0.345950248,"VA0000005167000058","Acetaldehyde"
2024,0.027523356,"VA0000005167000058","Manganese Cmpds"
2024,9.683815059,"VA0000005167000058","Sulfur Dioxide"
2024,100.333790875,"VA0000005167000058","Carbon Monoxide"
2024,0.0004809957,"VA0000005167000058","Lead"
2024,21.3007192465,"VA0000005167000058","Particulate Matter 10"
2024,0.485623848,"VA0000005167000058","1,4-Dichlorobenzene"
2024,15.2912767755,"VA0000005167000058","Particulate Matter 2.5"
2024,0.27591872,"VA0000005167000058","Ethylbenzene"
2024,0.391368282,"VA0000005167000058","Formaldehyde"
2024,0.1049906,"VA0000005167000058","Hexane"
2024,0.8139821,"VA0000005114300113","Particulate Matter"
2024,9.37247315,"VA0000005110774234","Nitrogen Oxide"
2024,1.4954778,"VA0000005110774234","Volatile Organic Compounds"
2024,2.76476575,"VA0000005110774234","Carbon Monoxide"
2024,0.4581387,"VA0000005110774234","Particulate Matter 10"
2024,0.4581387,"VA0000005110774234","Particulate Matter 2.5"
2024,1.61,"VA0000005104100012","Nitrogen Oxide"
2024,0.03059,"VA0000005104100012","Particulate Matter"
2024,9.60855,"VA0000005104100012","Volatile Organic Compounds"
2024,0.00966,"VA0000005104100012","Sulfur Dioxide"
2024,1.3524,"VA0000005104100012","Carbon Monoxide"
2024,8.05e-06,"VA0000005104100012","Lead"
2024,0.12236,"VA0000005104100012","Particulate Matter 10"
2024,0.12236,"VA0000005104100012","Particulate Matter 2.5"
2024,2.191871275,"VA0000005117181788","Nitrogen Oxide"
2024,1.339034088,"VA0000005117181788","Particulate Matter"
2024,1.27527056,"VA0000005117181788","Volatile Organic Compounds"
2024,0,"VA0000005117181788","Sulfur Dioxide"
2024,5.18078665,"VA0000005117181788","Carbon Monoxide"
2024,0.916600715,"VA0000005117181788","Particulate Matter 10"
2024,0.8759514659,"VA0000005117181788","Particulate Matter 2.5"
2024,0,"VA0000005110511877","Nitrogen Oxide"
2024,0,"VA0000005110511877","Particulate Matter"
2024,0,"VA0000005110511877","Volatile Organic Compounds"
2024,0,"VA0000005110511877","Carbon Monoxide"
2024,0,"VA0000005110511877","Particulate Matter 10"
2024,0,"VA0000005110511877","Particulate Matter 2.5"
2024,0,"VA0000005119700092","Particulate Matter"
2024,0.09879,"VA0000005119700092","Volatile Organic Compounds"
2024,0.0012734178,"VA0000005119700092","Particulate Matter 10"
2024,6.163753,"VA0000005110701047","Nitrogen Oxide"
2024,0.69780675,"VA0000005110701047","Volatile Organic Compounds"
2024,0.006834946,"VA0000005110701047","Sulfur Dioxide"
2024,3.291583,"VA0000005110701047","Carbon Monoxide"
2024,0.2376689,"VA0000005110701047","Particulate Matter 10"
2024,0.2376689,"VA0000005110701047","Particulate Matter 2.5"
2024,154.17135875,"VA0000005108300050","Nitrogen Oxide"
2024,8.2,"VA0000005108300050","Acrolein"
2024,123.637653125,"VA0000005108300050","Particulate Matter"
2024,144.17938295,"VA0000005108300050","Volatile Organic Compounds"
2024,2.9,"VA0000005108300050","Acetaldehyde"
2024,17.4915585,"VA0000005108300050","Sulfur Dioxide"
