OBJECTID,EY_PLA_ID,EMISSIONSYEAR,CPL_SHORT_NAME,EMISSION_VALUE,PLA_ICIS_ID,PLA_NAME,PLA_REG_NUM,CPL_POLLUTANT_NAME
1,44670,2024,PM,0,VA0000005108553113,James River Equipment - Ashland - Portable 53113,53113,Particulate Matter
2,44670,2024,PM 10,0,VA0000005108553113,James River Equipment - Ashland - Portable 53113,53113,Particulate Matter 10
3,44670,2024,PM 2.5,0,VA0000005108553113,James River Equipment - Ashland - Portable 53113,53113,Particulate Matter 2.5
4,44671,2024,PM,0,VA0000005108553114,James River Equipment - Ashland - Portable 53114,53114,Particulate Matter
5,44671,2024,PM 10,0,VA0000005108553114,James River Equipment - Ashland - Portable 53114,53114,Particulate Matter 10
6,44671,2024,PM 2.5,0,VA0000005108553114,James River Equipment - Ashland - Portable 53114,53114,Particulate Matter 2.5
7,44669,2024,PM,0,VA0000005108553112,James River Equipment - Ashland - Portable 53112,53112,Particulate Matter
8,44669,2024,PM 10,0,VA0000005108553112,James River Equipment - Ashland - Portable 53112,53112,Particulate Matter 10
9,44669,2024,PM 2.5,0,VA0000005108553112,James River Equipment - Ashland - Portable 53112,53112,Particulate Matter 2.5
10,44691,2024,PM,0,VA0000005108553131,James River Equipment - Ashland - Portable 53131,53131,Particulate Matter
11,44691,2024,PM 10,0,VA0000005108553131,James River Equipment - Ashland - Portable 53131,53131,Particulate Matter 10
12,44691,2024,PM 2.5,,VA0000005108553131,James River Equipment - Ashland - Portable 53131,53131,Particulate Matter 2.5
13,44681,2024,PM,0.19921,VA0000005108553123,James River Equipment - Ashland - Portable 53123,53123,Particulate Matter
14,44681,2024,PM 10,0.095084,VA0000005108553123,James River Equipment - Ashland - Portable 53123,53123,Particulate Matter 10
15,44681,2024,PM 2.5,0.014652,VA0000005108553123,James River Equipment - Ashland - Portable 53123,53123,Particulate Matter 2.5
16,44682,2024,PM,0,VA0000005108553124,James River Equipment - Ashland - Portable 53124,53124,Particulate Matter
17,44682,2024,PM 10,0,VA0000005108553124,James River Equipment - Ashland - Portable 53124,53124,Particulate Matter 10
18,44682,2024,PM 2.5,,VA0000005108553124,James River Equipment - Ashland - Portable 53124,53124,Particulate Matter 2.5
19,44694,2024,PM,0,VA0000005108553134,James River Equipment - Ashland - Portable 53134,53134,Particulate Matter
20,44694,2024,PM 10,0,VA0000005108553134,James River Equipment - Ashland - Portable 53134,53134,Particulate Matter 10
21,44694,2024,PM 2.5,0,VA0000005108553134,James River Equipment - Ashland - Portable 53134,53134,Particulate Matter 2.5
22,44707,2024,PM,,VA0000005102321759,Highway Equipment Company TOPP #52,21759,Particulate Matter
23,44707,2024,PM 10,0,VA0000005102321759,Highway Equipment Company TOPP #52,21759,Particulate Matter 10
24,44707,2024,PM 2.5,0,VA0000005102321759,Highway Equipment Company TOPP #52,21759,Particulate Matter 2.5
25,44706,2024,PM,0,VA0000005102321758,Highway Equipment Company TOPP #51,21758,Particulate Matter
26,44706,2024,PM 10,0,VA0000005102321758,Highway Equipment Company TOPP #51,21758,Particulate Matter 10
27,44706,2024,PM 2.5,,VA0000005102321758,Highway Equipment Company TOPP #51,21758,Particulate Matter 2.5
28,44450,2024,NOX,0,VA0000005105111852,Keyrock Energy LLC - KY 4 Deep Mine 41 - Nora,11852,Nitrogen Oxide
29,44450,2024,CO,0,VA0000005105111852,Keyrock Energy LLC - KY 4 Deep Mine 41 - Nora,11852,Carbon Monoxide
30,44450,2024,PM 10,,VA0000005105111852,Keyrock Energy LLC - KY 4 Deep Mine 41 - Nora,11852,Particulate Matter 10
31,34068,2024,PERC,2.09,VA0000005104100110,Super Radiator Coils,50906,Tetrachloroethylene (Perchloroethylene)
32,34068,2024,VOC,26.8162431,VA0000005104100110,Super Radiator Coils,50906,Volatile Organic Compounds
33,44580,2024,NOX,0,VA0000005100753085,Amelia AD1 LLC,53085,Nitrogen Oxide
34,44580,2024,PM,0,VA0000005100753085,Amelia AD1 LLC,53085,Particulate Matter
35,44580,2024,VOC,0,VA0000005100753085,Amelia AD1 LLC,53085,Volatile Organic Compounds
36,44580,2024,H2S,0,VA0000005100753085,Amelia AD1 LLC,53085,Hydrogen Sulfide
37,44580,2024,SO2,0,VA0000005100753085,Amelia AD1 LLC,53085,Sulfur Dioxide
38,44580,2024,CO,0,VA0000005100753085,Amelia AD1 LLC,53085,Carbon Monoxide
39,44580,2024,PM 10,0,VA0000005100753085,Amelia AD1 LLC,53085,Particulate Matter 10
40,44580,2024,PM 2.5,0,VA0000005100753085,Amelia AD1 LLC,53085,Particulate Matter 2.5
41,44522,2024,NOX,8.3487,VA0000005104153065,Celanese Polymer Products LLC,53065,Nitrogen Oxide
42,44522,2024,PM,8.278342,VA0000005104153065,Celanese Polymer Products LLC,53065,Particulate Matter
43,44522,2024,VOC,5.77155,VA0000005104153065,Celanese Polymer Products LLC,53065,Volatile Organic Compounds
44,44522,2024,NH3,0.39072,VA0000005104153065,Celanese Polymer Products LLC,53065,Ammonia
45,44522,2024,BIPH,0,VA0000005104153065,Celanese Polymer Products LLC,53065,Biphenyl
46,44522,2024,SO2,0.0803964,VA0000005104153065,Celanese Polymer Products LLC,53065,Sulfur Dioxide
47,44522,2024,CO,3.0801,VA0000005104153065,Celanese Polymer Products LLC,53065,Carbon Monoxide
48,44522,2024,PB,6.105e-05,VA0000005104153065,Celanese Polymer Products LLC,53065,Lead
49,44522,2024,PM 10,8.974312,VA0000005104153065,Celanese Polymer Products LLC,53065,Particulate Matter 10
50,44522,2024,PM 2.5,8.974312,VA0000005104153065,Celanese Polymer Products LLC,53065,Particulate Matter 2.5
51,44522,2024,NHEXA,0.21978,VA0000005104153065,Celanese Polymer Products LLC,53065,Hexane
52,32006,2024,PM,0.34575277,VA0000005177500159,Sherwood Memorial Park Inc,20996,Particulate Matter
53,32006,2024,CO,0.22205966,VA0000005177500159,Sherwood Memorial Park Inc,20996,Carbon Monoxide
54,44680,2024,VOC,0,VA0000005113981815,Philips North America LLC,81815,Volatile Organic Compounds
55,30489,2024,PM,0.000729529,VA0000005116381345,Rockbridge Stone Products - 81345,81345,Particulate Matter
56,30489,2024,PM 10,0.000709812,VA0000005116381345,Rockbridge Stone Products - 81345,81345,Particulate Matter 10
57,30489,2024,PM 2.5,4.14057e-05,VA0000005116381345,Rockbridge Stone Products - 81345,81345,Particulate Matter 2.5
58,44661,2024,PM,0,VA0000005108553105,James River Equipment - Ashland - Portable 53105,53105,Particulate Matter
59,44661,2024,PM 10,0,VA0000005108553105,James River Equipment - Ashland - Portable 53105,53105,Particulate Matter 10
60,44661,2024,PM 2.5,,VA0000005108553105,James River Equipment - Ashland - Portable 53105,53105,Particulate Matter 2.5
61,44663,2024,PM,0,VA0000005108553107,James River Equipment - Ashland - Portable 53107,53107,Particulate Matter
62,44663,2024,PM 10,0,VA0000005108553107,James River Equipment - Ashland - Portable 53107,53107,Particulate Matter 10
63,44663,2024,PM 2.5,,VA0000005108553107,James River Equipment - Ashland - Portable 53107,53107,Particulate Matter 2.5
64,44684,2024,PM,0.1726725,VA0000005108553126,James River Equipment - Ashland - Portable 53126,53126,Particulate Matter
65,44684,2024,PM 10,0.083013,VA0000005108553126,James River Equipment - Ashland - Portable 53126,53126,Particulate Matter 10
66,44684,2024,PM 2.5,0.0120771,VA0000005108553126,James River Equipment - Ashland - Portable 53126,53126,Particulate Matter 2.5
67,34718,2024,NOX,16.03899,VA0000005109700015,Ball Lumber Company Incorporated,40022,Nitrogen Oxide
68,34718,2024,PHNL,0.172545,VA0000005109700015,Ball Lumber Company Incorporated,40022,Phenol
69,34718,2024,PCLB,0.481574725,VA0000005109700015,Ball Lumber Company Incorporated,40022,Polychlorinated biphenyls (Aroclors)
70,34718,2024,BZ,0.306279905,VA0000005109700015,Ball Lumber Company Incorporated,40022,Benzene
71,34718,2024,ACREN,0.395145,VA0000005109700015,Ball Lumber Company Incorporated,40022,Acrolein
72,34718,2024,PM,62.6137208,VA0000005109700015,Ball Lumber Company Incorporated,40022,Particulate Matter
73,34718,2024,VOC,71.8102815,VA0000005109700015,Ball Lumber Company Incorporated,40022,Volatile Organic Compounds
74,34718,2024,ACETA,0.517635,VA0000005109700015,Ball Lumber Company Incorporated,40022,Acetaldehyde
75,34718,2024,SO2,1.8226125,VA0000005109700015,Ball Lumber Company Incorporated,40022,Sulfur Dioxide
76,34718,2024,CO,43.7427,VA0000005109700015,Ball Lumber Company Incorporated,40022,Carbon Monoxide
77,34718,2024,PM 10,16.044946008,VA0000005109700015,Ball Lumber Company Incorporated,40022,Particulate Matter 10
78,34718,2024,PM 2.5,10.1179747688,VA0000005109700015,Ball Lumber Company Incorporated,40022,Particulate Matter 2.5
79,34718,2024,FORM,1.0109598,VA0000005109700015,Ball Lumber Company Incorporated,40022,Formaldehyde
80,34718,2024,HCL,1.38923575,VA0000005109700015,Ball Lumber Company Incorporated,40022,Hydrochloric acid (hydrogen chloride [gas only])
81,34718,2024,MTHOL,4.14108,VA0000005109700015,Ball Lumber Company Incorporated,40022,Methanol
82,43438,2024,PM,0.733002,VA0000005176052609,US Smokeless Tobacco Co,52609,Particulate Matter
83,43438,2024,VOC,0,VA0000005176052609,US Smokeless Tobacco Co,52609,Volatile Organic Compounds
84,43438,2024,PM 10,0.733002,VA0000005176052609,US Smokeless Tobacco Co,52609,Particulate Matter 10
85,43438,2024,PM 2.5,0.733002,VA0000005176052609,US Smokeless Tobacco Co,52609,Particulate Matter 2.5
86,44666,2024,PM,0,VA0000005108553110,James River Equipment - Ashland - Portable 53110,53110,Particulate Matter
87,44666,2024,PM 10,0,VA0000005108553110,James River Equipment - Ashland - Portable 53110,53110,Particulate Matter 10
88,44666,2024,PM 2.5,0,VA0000005108553110,James River Equipment - Ashland - Portable 53110,53110,Particulate Matter 2.5
89,44667,2024,PM,0,VA0000005108553111,James River Equipment - Ashland - Portable 53111,53111,Particulate Matter
90,44667,2024,PM 10,0,VA0000005108553111,James River Equipment - Ashland - Portable 53111,53111,Particulate Matter 10
91,44667,2024,PM 2.5,0,VA0000005108553111,James River Equipment - Ashland - Portable 53111,53111,Particulate Matter 2.5
92,44688,2024,PM,0,VA0000005108553130,James River Equipment - Ashland - Portable 53130,53130,Particulate Matter
93,44688,2024,PM 10,0,VA0000005108553130,James River Equipment - Ashland - Portable 53130,53130,Particulate Matter 10
94,44688,2024,PM 2.5,0,VA0000005108553130,James River Equipment - Ashland - Portable 53130,53130,Particulate Matter 2.5
95,44674,2024,PM,0,VA0000005108553117,James River Equipment - Ashland - Portable 53117,53117,Particulate Matter
96,44674,2024,PM 10,0,VA0000005108553117,James River Equipment - Ashland - Portable 53117,53117,Particulate Matter 10
97,44674,2024,PM 2.5,0,VA0000005108553117,James River Equipment - Ashland - Portable 53117,53117,Particulate Matter 2.5
98,44672,2024,PM,0,VA0000005108553115,James River Equipment - Ashland - Portable 53115,53115,Particulate Matter
99,44672,2024,PM 10,0,VA0000005108553115,James River Equipment - Ashland - Portable 53115,53115,Particulate Matter 10
100,44672,2024,PM 2.5,0,VA0000005108553115,James River Equipment - Ashland - Portable 53115,53115,Particulate Matter 2.5
101,44687,2024,PM,0,VA0000005108553129,James River Equipment - Ashland - Portable 53129,53129,Particulate Matter
102,44687,2024,PM 10,0,VA0000005108553129,James River Equipment - Ashland - Portable 53129,53129,Particulate Matter 10
103,44687,2024,PM 2.5,0,VA0000005108553129,James River Equipment - Ashland - Portable 53129,53129,Particulate Matter 2.5
104,44697,2024,PM,0.1512014625,VA0000005108553137,James River Equipment - Ashland - Portable 53137,53137,Particulate Matter
105,44697,2024,PM 10,0.065553345,VA0000005108553137,James River Equipment - Ashland - Portable 53137,53137,Particulate Matter 10
106,44697,2024,PM 2.5,0.009161163,VA0000005108553137,James River Equipment - Ashland - Portable 53137,53137,Particulate Matter 2.5
107,44659,2024,NOX,3.9627953996,VA0000005100753103,Mellott Company LLC,53103,Nitrogen Oxide
108,44659,2024,PM,0.5647563315,VA0000005100753103,Mellott Company LLC,53103,Particulate Matter
109,44659,2024,VOC,0.0808079324,VA0000005100753103,Mellott Company LLC,53103,Volatile Organic Compounds
110,44659,2024,SO2,3.1024922185,VA0000005100753103,Mellott Company LLC,53103,Sulfur Dioxide
111,44659,2024,CO,0.5881351872,VA0000005100753103,Mellott Company LLC,53103,Carbon Monoxide
112,44659,2024,PM 10,0.3186083311,VA0000005100753103,Mellott Company LLC,53103,Particulate Matter 10
113,44659,2024,PM 2.5,0.1572229262,VA0000005100753103,Mellott Company LLC,53103,Particulate Matter 2.5
114,34025,2024,NOX,7.714,VA0000005107500018,Allan Myers Materials - Rockville,50862,Nitrogen Oxide
115,34025,2024,PM,48.44593144,VA0000005107500018,Allan Myers Materials - Rockville,50862,Particulate Matter
116,34025,2024,VOC,18.379771,VA0000005107500018,Allan Myers Materials - Rockville,50862,Volatile Organic Compounds
117,34025,2024,SO2,17.815077,VA0000005107500018,Allan Myers Materials - Rockville,50862,Sulfur Dioxide
118,34025,2024,CO,29.4379601,VA0000005107500018,Allan Myers Materials - Rockville,50862,Carbon Monoxide
119,34025,2024,PM 10,10.14312799,VA0000005107500018,Allan Myers Materials - Rockville,50862,Particulate Matter 10
120,34025,2024,PM 2.5,0.0005481,VA0000005107500018,Allan Myers Materials - Rockville,50862,Particulate Matter 2.5
121,30237,2024,PM,14.6841070605,VA0000005106900110,Miller Milling Company LLC,81163,Particulate Matter
122,30237,2024,PM 10,7.4777476786,VA0000005106900110,Miller Milling Company LLC,81163,Particulate Matter 10
123,30237,2024,PM 2.5,0.2045499825,VA0000005106900110,Miller Milling Company LLC,81163,Particulate Matter 2.5
124,43020,2024,PM,0,VA0000005110511755,Hinkle Contracting Co  LLC,11755,Particulate Matter
125,43020,2024,PM 10,0,VA0000005110511755,Hinkle Contracting Co  LLC,11755,Particulate Matter 10
126,43020,2024,PM 2.5,0,VA0000005110511755,Hinkle Contracting Co  LLC,11755,Particulate Matter 2.5
127,44714,2024,PM,0,VA0000005184081816,Powerscreen Mid-Atlantic Inc TOPP #1,81816,Particulate Matter
128,44714,2024,PM 10,0,VA0000005184081816,Powerscreen Mid-Atlantic Inc TOPP #1,81816,Particulate Matter 10
129,44714,2024,PM 2.5,0,VA0000005184081816,Powerscreen Mid-Atlantic Inc TOPP #1,81816,Particulate Matter 2.5
130,44716,2024,PM,0,VA0000005184081817,Powerscreen Mid-Atlantic Inc TOPP #2,81817,Particulate Matter
131,44716,2024,PM 10,0,VA0000005184081817,Powerscreen Mid-Atlantic Inc TOPP #2,81817,Particulate Matter 10
132,44716,2024,PM 2.5,0,VA0000005184081817,Powerscreen Mid-Atlantic Inc TOPP #2,81817,Particulate Matter 2.5
133,44717,2024,PM,0,VA0000005184081818,Powerscreen Mid-Atlantic Inc TOPP #3,81818,Particulate Matter
134,44717,2024,PM 10,0,VA0000005184081818,Powerscreen Mid-Atlantic Inc TOPP #3,81818,Particulate Matter 10
135,44717,2024,PM 2.5,0,VA0000005184081818,Powerscreen Mid-Atlantic Inc TOPP #3,81818,Particulate Matter 2.5
136,43852,2024,VOC,1.374,VA0000005117774165,Fortress Door Company LLC,74165,Volatile Organic Compounds
137,43859,2024,MXYL,0.457095525,VA0000005101581768,Sumitomo Machinery Corporation of America,81768,m-Xylene
138,43859,2024,PM,0.0043091938,VA0000005101581768,Sumitomo Machinery Corporation of America,81768,Particulate Matter
139,43859,2024,VOC,0.3269427,VA0000005101581768,Sumitomo Machinery Corporation of America,81768,Volatile Organic Compounds
140,43859,2024,PM 10,0.0021976888,VA0000005101581768,Sumitomo Machinery Corporation of America,81768,Particulate Matter 10
141,43859,2024,PM 2.5,0.0006463791,VA0000005101581768,Sumitomo Machinery Corporation of America,81768,Particulate Matter 2.5
142,44702,2024,PM,0,VA0000005102321754,Highway Equipment Company TOPP #47,21754,Particulate Matter
143,44702,2024,PM 10,0,VA0000005102321754,Highway Equipment Company TOPP #47,21754,Particulate Matter 10
144,44702,2024,PM 2.5,0,VA0000005102321754,Highway Equipment Company TOPP #47,21754,Particulate Matter 2.5
145,35178,2024,NOX,69.7285385,VA0000005176000308,Philip Morris USA Manufacturing Center,50076,Nitrogen Oxide
146,35178,2024,PM,9.283512919,VA0000005176000308,Philip Morris USA Manufacturing Center,50076,Particulate Matter
147,35178,2024,VOC,98.810062399,VA0000005176000308,Philip Morris USA Manufacturing Center,50076,Volatile Organic Compounds
148,35178,2024,NH3,5.7527437491,VA0000005176000308,Philip Morris USA Manufacturing Center,50076,Ammonia
149,35178,2024,SO2,0.2163306,VA0000005176000308,Philip Morris USA Manufacturing Center,50076,Sulfur Dioxide
150,35178,2024,CO2E,34315.190806,VA0000005176000308,Philip Morris USA Manufacturing Center,50076,Carbon Dioxide Equivalent
151,35178,2024,CO,24.5689165,VA0000005176000308,Philip Morris USA Manufacturing Center,50076,Carbon Monoxide
152,35178,2024,PB,0.00013734,VA0000005176000308,Philip Morris USA Manufacturing Center,50076,Lead
153,35178,2024,PM 10,42.9827142904,VA0000005176000308,Philip Morris USA Manufacturing Center,50076,Particulate Matter 10
154,35178,2024,PM 2.5,42.9781833255,VA0000005176000308,Philip Morris USA Manufacturing Center,50076,Particulate Matter 2.5
155,35178,2024,NHEXA,0.494388,VA0000005176000308,Philip Morris USA Manufacturing Center,50076,Hexane
156,44703,2024,PM,0,VA0000005102321755,Highway Equipment Company TOPP #48,21755,Particulate Matter
157,44703,2024,PM 10,0,VA0000005102321755,Highway Equipment Company TOPP #48,21755,Particulate Matter 10
158,44703,2024,PM 2.5,,VA0000005102321755,Highway Equipment Company TOPP #48,21755,Particulate Matter 2.5
159,44704,2024,PM,0,VA0000005102321756,Highway Equipment Company TOPP #49,21756,Particulate Matter
160,44704,2024,PM 10,0,VA0000005102321756,Highway Equipment Company TOPP #49,21756,Particulate Matter 10
161,44704,2024,PM 2.5,,VA0000005102321756,Highway Equipment Company TOPP #49,21756,Particulate Matter 2.5
162,44744,2024,PM,0.048389745,VA0000005108553148,Gainesville VA Recycling - Portable 53148,53148,Particulate Matter
163,44744,2024,PM 10,0.020965908,VA0000005108553148,Gainesville VA Recycling - Portable 53148,53148,Particulate Matter 10
164,44744,2024,PM 2.5,0.002838388,VA0000005108553148,Gainesville VA Recycling - Portable 53148,53148,Particulate Matter 2.5
165,31107,2024,NOX,9.8283873,VA0000005116500128,WWF Operating Company LLC,81100,Nitrogen Oxide
166,31107,2024,PM,1.1007336,VA0000005116500128,WWF Operating Company LLC,81100,Particulate Matter
167,31107,2024,VOC,1.1452426,VA0000005116500128,WWF Operating Company LLC,81100,Volatile Organic Compounds
168,31107,2024,SO2,0.15140174,VA0000005116500128,WWF Operating Company LLC,81100,Sulfur Dioxide
169,31107,2024,CO,5.5293865,VA0000005116500128,WWF Operating Company LLC,81100,Carbon Monoxide
170,31107,2024,PB,0,VA0000005116500128,WWF Operating Company LLC,81100,Lead
171,31107,2024,PM 10,2.4559994,VA0000005116500128,WWF Operating Company LLC,81100,Particulate Matter 10
172,31107,2024,PM 2.5,2.4559994,VA0000005116500128,WWF Operating Company LLC,81100,Particulate Matter 2.5
173,35371,2024,PM,32.32510109,VA0000005105300021,Vulcan Construction Materials LLC - Jack Quarry,50222,Particulate Matter
174,35371,2024,PM 10,13.530264705,VA0000005105300021,Vulcan Construction Materials LLC - Jack Quarry,50222,Particulate Matter 10
175,35371,2024,PM 2.5,1.9198935615,VA0000005105300021,Vulcan Construction Materials LLC - Jack Quarry,50222,Particulate Matter 2.5
176,41972,2024,NOX,0.08189,VA0000005118700052,Ferguson Enterprises LLC,81651,Nitrogen Oxide
177,41972,2024,VOC,0,VA0000005118700052,Ferguson Enterprises LLC,81651,Volatile Organic Compounds
178,41972,2024,CO,0.017689,VA0000005118700052,Ferguson Enterprises LLC,81651,Carbon Monoxide
179,32001,2024,NOX,0.02397,VA0000005116100238,Oakey Funeral Service - North Chapel,21280,Nitrogen Oxide
180,32001,2024,PM,0.05593,VA0000005116100238,Oakey Funeral Service - North Chapel,21280,Particulate Matter
181,32001,2024,VOC,0.02397,VA0000005116100238,Oakey Funeral Service - North Chapel,21280,Volatile Organic Compounds
182,32001,2024,SO2,0.019975,VA0000005116100238,Oakey Funeral Service - North Chapel,21280,Sulfur Dioxide
183,32001,2024,CO,0.0799,VA0000005116100238,Oakey Funeral Service - North Chapel,21280,Carbon Monoxide
184,32001,2024,PM 10,0.037553,VA0000005116100238,Oakey Funeral Service - North Chapel,21280,Particulate Matter 10
185,32001,2024,PM 2.5,0.037553,VA0000005116100238,Oakey Funeral Service - North Chapel,21280,Particulate Matter 2.5
186,44626,2024,PM,0,VA0000005174061893,PER Transloading LLC - Portable 61893,61893,Particulate Matter
187,44626,2024,PM 10,0,VA0000005174061893,PER Transloading LLC - Portable 61893,61893,Particulate Matter 10
188,44647,2024,NOX,0,VA0000005177521749,Archaea Energy Operating LLC,21749,Nitrogen Oxide
189,44647,2024,PM,0,VA0000005177521749,Archaea Energy Operating LLC,21749,Particulate Matter
190,44647,2024,VOC,0,VA0000005177521749,Archaea Energy Operating LLC,21749,Volatile Organic Compounds
191,44647,2024,TNMOC,0,VA0000005177521749,Archaea Energy Operating LLC,21749,Total Non-methane Org Cmpds
192,44647,2024,SO2,0,VA0000005177521749,Archaea Energy Operating LLC,21749,Sulfur Dioxide
193,44647,2024,CO,0,VA0000005177521749,Archaea Energy Operating LLC,21749,Carbon Monoxide
194,44647,2024,PM 10,0,VA0000005177521749,Archaea Energy Operating LLC,21749,Particulate Matter 10
195,44647,2024,PM 2.5,,VA0000005177521749,Archaea Energy Operating LLC,21749,Particulate Matter 2.5
196,44739,2024,PM,0,VA0000005108553146,James River Equipment - Ashland - Portable 53146,53146,Particulate Matter
197,44739,2024,PM 10,0,VA0000005108553146,James River Equipment - Ashland - Portable 53146,53146,Particulate Matter 10
198,44739,2024,PM 2.5,0,VA0000005108553146,James River Equipment - Ashland - Portable 53146,53146,Particulate Matter 2.5
199,44736,2024,PM,0,VA0000005108553143,James River Equipment - Ashland - Portable 53143,53143,Particulate Matter
200,44736,2024,PM 10,0,VA0000005108553143,James River Equipment - Ashland - Portable 53143,53143,Particulate Matter 10
201,44736,2024,PM 2.5,0,VA0000005108553143,James River Equipment - Ashland - Portable 53143,53143,Particulate Matter 2.5
202,44732,2024,NOX,0,VA0000005155061916,Cherish Pet Cremation Services Inc,61916,Nitrogen Oxide
203,44732,2024,PM,0,VA0000005155061916,Cherish Pet Cremation Services Inc,61916,Particulate Matter
204,44732,2024,VOC,0,VA0000005155061916,Cherish Pet Cremation Services Inc,61916,Volatile Organic Compounds
205,44732,2024,SO2,0,VA0000005155061916,Cherish Pet Cremation Services Inc,61916,Sulfur Dioxide
206,44732,2024,CO,0,VA0000005155061916,Cherish Pet Cremation Services Inc,61916,Carbon Monoxide
207,44734,2024,PM,0,VA0000005108553141,James River Equipment - Ashland - Portable 53141,53141,Particulate Matter
208,44734,2024,PM 10,0,VA0000005108553141,James River Equipment - Ashland - Portable 53141,53141,Particulate Matter 10
209,44734,2024,PM 2.5,0,VA0000005108553141,James River Equipment - Ashland - Portable 53141,53141,Particulate Matter 2.5
210,44737,2024,PM,0,VA0000005108553144,James River Equipment - Ashland - Portable 53144,53144,Particulate Matter
211,44737,2024,PM 10,0,VA0000005108553144,James River Equipment - Ashland - Portable 53144,53144,Particulate Matter 10
212,44737,2024,PM 2.5,0,VA0000005108553144,James River Equipment - Ashland - Portable 53144,53144,Particulate Matter 2.5
213,44735,2024,PM,0.172310155,VA0000005108553142,James River Equipment - Ashland - Portable 53142,53142,Particulate Matter
214,44735,2024,PM 10,0.082838822,VA0000005108553142,James River Equipment - Ashland - Portable 53142,53142,Particulate Matter 10
215,44735,2024,PM 2.5,0.012787314,VA0000005108553142,James River Equipment - Ashland - Portable 53142,53142,Particulate Matter 2.5
216,34932,2024,PM,6.31,VA0000005111700049,Vulcan Construction Materials LLC South Hill,30852,Particulate Matter
217,34932,2024,PM 10,2.55,VA0000005111700049,Vulcan Construction Materials LLC South Hill,30852,Particulate Matter 10
218,44699,2024,PM,0.2040192,VA0000005108553139,Powerscreen Mid Atlantic Inc - Portable 53139,53139,Particulate Matter
219,44699,2024,PM 10,0.09180864,VA0000005108553139,Powerscreen Mid Atlantic Inc - Portable 53139,53139,Particulate Matter 10
220,44699,2024,PM 2.5,0.0170016,VA0000005108553139,Powerscreen Mid Atlantic Inc - Portable 53139,53139,Particulate Matter 2.5
221,44698,2024,PM,0.1519424685,VA0000005108553138,James River Equipment - Ashland - Portable 53138,53138,Particulate Matter
222,44698,2024,PM 10,0.065769621,VA0000005108553138,James River Equipment - Ashland - Portable 53138,53138,Particulate Matter 10
223,44698,2024,PM 2.5,0.0085091735,VA0000005108553138,James River Equipment - Ashland - Portable 53138,53138,Particulate Matter 2.5
224,44646,2024,PM,0,VA0000005105974280,Chaney Materials - Lorton RMC Plant,74280,Particulate Matter
225,44646,2024,PM 10,0,VA0000005105974280,Chaney Materials - Lorton RMC Plant,74280,Particulate Matter 10
226,44646,2024,PM 2.5,0,VA0000005105974280,Chaney Materials - Lorton RMC Plant,74280,Particulate Matter 2.5
227,44754,2024,PM,0,VA0000005108553151,James River Equipment - Ashland - Portable 53151,53151,Particulate Matter
228,44754,2024,PM 10,0,VA0000005108553151,James River Equipment - Ashland - Portable 53151,53151,Particulate Matter 10
229,44754,2024,PM 2.5,0,VA0000005108553151,James River Equipment - Ashland - Portable 53151,53151,Particulate Matter 2.5
230,44755,2024,PM,0,VA0000005108553152,James River Equipment - Ashland - Portable 53152,53152,Particulate Matter
231,44755,2024,PM 10,0,VA0000005108553152,James River Equipment - Ashland - Portable 53152,53152,Particulate Matter 10
232,44755,2024,PM 2.5,0,VA0000005108553152,James River Equipment - Ashland - Portable 53152,53152,Particulate Matter 2.5
233,44756,2024,PM,0,VA0000005108553153,James River Equipment - Ashland - Portable 53153,53153,Particulate Matter
234,44756,2024,PM 10,0,VA0000005108553153,James River Equipment - Ashland - Portable 53153,53153,Particulate Matter 10
235,44756,2024,PM 2.5,0,VA0000005108553153,James River Equipment - Ashland - Portable 53153,53153,Particulate Matter 2.5
236,44757,2024,PM,0,VA0000005108553154,James River Equipment - Ashland - Portable 53154,53154,Particulate Matter
237,44757,2024,PM 10,0,VA0000005108553154,James River Equipment - Ashland - Portable 53154,53154,Particulate Matter 10
238,44757,2024,PM 2.5,0,VA0000005108553154,James River Equipment - Ashland - Portable 53154,53154,Particulate Matter 2.5
239,44738,2024,PM,2.1085123975,VA0000005108553145,James River Equipment - Ashland - Portable 53145,53145,Particulate Matter
240,44738,2024,PM 10,1.013675819,VA0000005108553145,James River Equipment - Ashland - Portable 53145,53145,Particulate Matter 10
241,44738,2024,PM 2.5,0.156474825,VA0000005108553145,James River Equipment - Ashland - Portable 53145,53145,Particulate Matter 2.5
242,43185,2024,NOX,0.631316,VA0000005106981715,Lewin Asphalt Inc - Portable 81715,81715,Nitrogen Oxide
243,43185,2024,PM,0.315658,VA0000005106981715,Lewin Asphalt Inc - Portable 81715,81715,Particulate Matter
244,43185,2024,VOC,0.360752,VA0000005106981715,Lewin Asphalt Inc - Portable 81715,81715,Volatile Organic Compounds
245,43185,2024,SO2,0.2292136,VA0000005106981715,Lewin Asphalt Inc - Portable 81715,81715,Sulfur Dioxide
246,43185,2024,CO,1.465555,VA0000005106981715,Lewin Asphalt Inc - Portable 81715,81715,Carbon Monoxide
247,43185,2024,PM 10,0,VA0000005106981715,Lewin Asphalt Inc - Portable 81715,81715,Particulate Matter 10
248,43185,2024,PM 2.5,0,VA0000005106981715,Lewin Asphalt Inc - Portable 81715,81715,Particulate Matter 2.5
249,34099,2024,NOX,1.634,VA0000005104100001,DuPont Specialty Products USA LLC - Spruance Plant,50397,Nitrogen Oxide
